order_id,date,region,salesperson,product,category,units,unit_price_nok,total_nok,channel,customer_segment
ORD-10492,2026-08-07,Trondheim,Nora Lien,"Monitor 27"" 4K",Hardware,13,4990,64870,Web,Public Sector
ORD-10493,2026-08-07,Trondheim,Henrik Moen,Mechanical Keyboard,Accessories,3,990,2970,Web,Consumer
ORD-10494,2026-08-07,Trondheim,Nora Lien,Onboarding Package,Services,1,7500,7500,Direct,Consumer
ORD-10495,2026-08-07,Trondheim,Nora Lien,Security Suite License,Software,4,1548,6192,Phone,SMB
ORD-10496,2026-08-07,Trondheim,Nora Lien,"Monitor 27"" 4K",Hardware,1,4990,4990,Web,SMB
ORD-10497,2026-08-07,Stavanger,Oda Strand,Laptop Pro 14,Hardware,4,18990,75960,Partner,SMB
ORD-10498,2026-08-07,Stavanger,Lars Eide,"Monitor 27"" 4K",Hardware,1,4990,4990,Direct,SMB
ORD-10499,2026-08-07,Stavanger,Oda Strand,Mechanical Keyboard,Accessories,3,990,2970,Partner,SMB
ORD-10500,2026-08-07,Stavanger,Oda Strand,Cloud Backup 1TB,Services,16,990,15840,Phone,Enterprise
ORD-10501,2026-08-07,Tromsø,Mia Foss,USB-C Hub,Accessories,4,449,1796,Partner,SMB
ORD-10502,2026-08-07,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,4,990,3960,Web,SMB
ORD-10503,2026-08-07,Tromsø,Mia Foss,Docking Station,Hardware,3,1890,5670,Phone,SMB
ORD-10504,2026-08-08,Oslo,Jonas Berg,Docking Station,Hardware,4,1890,7560,Web,Public Sector
ORD-10505,2026-08-08,Bergen,Sofie Dahl,Laptop Pro 14,Hardware,3,18990,56970,Web,SMB
ORD-10506,2026-08-08,Bergen,Sofie Dahl,Laptop Pro 14,Hardware,4,18990,75960,Partner,Consumer
ORD-10507,2026-08-08,Trondheim,Henrik Moen,USB-C Hub,Accessories,14,449,6286,Partner,Enterprise
ORD-10508,2026-08-08,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,4,18990,75960,Partner,Consumer
ORD-10509,2026-08-08,Stavanger,Lars Eide,Onboarding Package,Services,1,7500,7500,Phone,SMB
ORD-10510,2026-08-09,Oslo,Emma Solheim,Cloud Backup 1TB,Services,5,990,4950,Partner,Public Sector
ORD-10511,2026-08-09,Bergen,Sofie Dahl,Onboarding Package,Services,3,7500,22500,Partner,Consumer
ORD-10512,2026-08-09,Trondheim,Nora Lien,Wireless Headset,Accessories,2,1290,2580,Phone,SMB
ORD-10513,2026-08-10,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,3,990,2970,Phone,SMB
ORD-10514,2026-08-10,Oslo,Jonas Berg,Wireless Headset,Accessories,10,1290,12900,Phone,Enterprise
ORD-10515,2026-08-10,Oslo,Emma Solheim,Wireless Headset,Accessories,1,1290,1290,Phone,Consumer
ORD-10516,2026-08-10,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,2,4990,9980,Partner,SMB
ORD-10517,2026-08-10,Oslo,Jonas Berg,Security Suite License,Software,3,1548,4644,Partner,SMB
ORD-10518,2026-08-10,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,2,18990,37980,Web,Consumer
ORD-10519,2026-08-10,Oslo,Jonas Berg,Laptop Air 13,Hardware,2,12490,24980,Web,Consumer
ORD-10520,2026-08-10,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,2,18990,37980,Phone,Consumer
ORD-10521,2026-08-10,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,11,990,10890,Partner,Public Sector
ORD-10522,2026-08-10,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,4,18990,75960,Phone,SMB
ORD-10523,2026-08-10,Bergen,Markus Vik,Mechanical Keyboard,Accessories,4,990,3960,Web,SMB
ORD-10524,2026-08-10,Bergen,Markus Vik,Cloud Backup 1TB,Services,2,990,1980,Direct,Public Sector
ORD-10525,2026-08-10,Bergen,Sofie Dahl,"Monitor 27"" 4K",Hardware,2,4990,9980,Partner,SMB
ORD-10526,2026-08-10,Bergen,Sofie Dahl,Office Suite License,Software,1,1188,1188,Phone,Consumer
ORD-10527,2026-08-10,Bergen,Sofie Dahl,Office Suite License,Software,4,1188,4752,Web,SMB
ORD-10528,2026-08-10,Bergen,Markus Vik,Wireless Headset,Accessories,4,1290,5160,Phone,SMB
ORD-10529,2026-08-10,Bergen,Markus Vik,Managed Support (month),Services,1,2490,2490,Direct,Consumer
ORD-10530,2026-08-10,Trondheim,Nora Lien,Mechanical Keyboard,Accessories,3,990,2970,Direct,Consumer
ORD-10531,2026-08-10,Trondheim,Nora Lien,"Monitor 27"" 4K",Hardware,2,4990,9980,Web,SMB
ORD-10532,2026-08-10,Trondheim,Nora Lien,Laptop Pro 14,Hardware,4,18990,75960,Partner,Consumer
ORD-10533,2026-08-10,Trondheim,Henrik Moen,"Monitor 27"" 4K",Hardware,2,4990,9980,Partner,SMB
ORD-10534,2026-08-10,Trondheim,Henrik Moen,Docking Station,Hardware,27,1890,51030,Phone,Enterprise
ORD-10535,2026-08-10,Stavanger,Oda Strand,Docking Station,Hardware,6,1890,11340,Partner,Enterprise
ORD-10536,2026-08-10,Stavanger,Oda Strand,USB-C Hub,Accessories,4,449,1796,Partner,Consumer
ORD-10537,2026-08-10,Tromsø,Mia Foss,Docking Station,Hardware,10,1890,18900,Direct,Public Sector
ORD-10538,2026-08-10,Tromsø,Mia Foss,Mechanical Keyboard,Accessories,2,990,1980,Phone,Consumer
ORD-10539,2026-08-11,Oslo,Jonas Berg,Onboarding Package,Services,3,7500,22500,Web,SMB
ORD-10540,2026-08-11,Oslo,Ingrid Bakke,"Monitor 27"" 4K",Hardware,1,4990,4990,Partner,Consumer
ORD-10541,2026-08-11,Oslo,Ingrid Bakke,Mechanical Keyboard,Accessories,7,990,6930,Partner,Public Sector
ORD-10542,2026-08-11,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,4,4990,19960,Direct,Consumer
ORD-10543,2026-08-11,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,3,990,2970,Phone,SMB
ORD-10544,2026-08-11,Oslo,Emma Solheim,USB-C Hub,Accessories,3,449,1347,Phone,SMB
ORD-10545,2026-08-11,Oslo,Ingrid Bakke,Managed Support (month),Services,4,2490,9960,Web,Consumer
ORD-10546,2026-08-11,Oslo,Ingrid Bakke,Managed Support (month),Services,1,2490,2490,Direct,SMB
ORD-10547,2026-08-11,Oslo,Ingrid Bakke,Mechanical Keyboard,Accessories,3,990,2970,Phone,SMB
ORD-10548,2026-08-11,Oslo,Emma Solheim,Laptop Air 13,Hardware,3,12490,37470,Direct,Consumer
ORD-10549,2026-08-11,Bergen,Markus Vik,Mechanical Keyboard,Accessories,1,990,990,Web,SMB
ORD-10550,2026-08-11,Bergen,Markus Vik,USB-C Hub,Accessories,4,449,1796,Phone,SMB
ORD-10551,2026-08-11,Bergen,Sofie Dahl,Office Suite License,Software,3,1188,3564,Direct,Consumer
ORD-10552,2026-08-11,Bergen,Markus Vik,Office Suite License,Software,2,1188,2376,Phone,Consumer
ORD-10553,2026-08-11,Bergen,Sofie Dahl,Laptop Air 13,Hardware,1,12490,12490,Partner,Consumer
ORD-10554,2026-08-11,Bergen,Markus Vik,Mechanical Keyboard,Accessories,1,990,990,Web,SMB
ORD-10555,2026-08-11,Bergen,Sofie Dahl,"Monitor 27"" 4K",Hardware,2,4990,9980,Web,Consumer
ORD-10556,2026-08-11,Trondheim,Henrik Moen,Mechanical Keyboard,Accessories,6,990,5940,Direct,Enterprise
ORD-10557,2026-08-11,Trondheim,Henrik Moen,USB-C Hub,Accessories,1,449,449,Partner,SMB
ORD-10558,2026-08-11,Trondheim,Henrik Moen,Docking Station,Hardware,3,1890,5670,Partner,SMB
ORD-10559,2026-08-11,Trondheim,Nora Lien,Docking Station,Hardware,4,1890,7560,Direct,SMB
ORD-10560,2026-08-11,Trondheim,Henrik Moen,Laptop Pro 14,Hardware,4,18990,75960,Web,SMB
ORD-10561,2026-08-11,Stavanger,Lars Eide,Docking Station,Hardware,2,1890,3780,Phone,SMB
ORD-10562,2026-08-11,Stavanger,Lars Eide,Laptop Air 13,Hardware,24,12490,299760,Direct,Enterprise
ORD-10563,2026-08-11,Stavanger,Lars Eide,Office Suite License,Software,3,1188,3564,Web,Consumer
ORD-10564,2026-08-11,Tromsø,Mia Foss,"Monitor 27"" 4K",Hardware,4,4990,19960,Partner,SMB
ORD-10565,2026-08-11,Tromsø,Mia Foss,Office Suite License,Software,4,1188,4752,Direct,SMB
ORD-10566,2026-08-11,Tromsø,Mia Foss,Docking Station,Hardware,1,1890,1890,Phone,Consumer
ORD-10567,2026-08-12,Oslo,Ingrid Bakke,Managed Support (month),Services,2,2490,4980,Web,SMB
ORD-10568,2026-08-12,Oslo,Jonas Berg,Security Suite License,Software,4,1548,6192,Phone,SMB
ORD-10569,2026-08-12,Oslo,Jonas Berg,Wireless Headset,Accessories,1,1290,1290,Phone,SMB
ORD-10570,2026-08-12,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,2,18990,37980,Phone,Consumer
ORD-10571,2026-08-12,Oslo,Ingrid Bakke,Managed Support (month),Services,2,2490,4980,Partner,SMB
ORD-10572,2026-08-12,Oslo,Jonas Berg,Onboarding Package,Services,1,7500,7500,Web,Consumer
ORD-10573,2026-08-12,Oslo,Jonas Berg,Security Suite License,Software,3,1548,4644,Partner,SMB
ORD-10574,2026-08-12,Oslo,Emma Solheim,Office Suite License,Software,1,1188,1188,Direct,Consumer
ORD-10575,2026-08-12,Oslo,Ingrid Bakke,Managed Support (month),Services,11,2490,27390,Web,Enterprise
ORD-10576,2026-08-12,Bergen,Sofie Dahl,Security Suite License,Software,4,1548,6192,Partner,Consumer
ORD-10577,2026-08-12,Bergen,Sofie Dahl,Managed Support (month),Services,7,2490,17430,Phone,Enterprise
ORD-10578,2026-08-12,Trondheim,Nora Lien,Laptop Pro 14,Hardware,3,18990,56970,Phone,SMB
ORD-10579,2026-08-12,Trondheim,Henrik Moen,Onboarding Package,Services,28,7500,210000,Web,Enterprise
ORD-10580,2026-08-12,Trondheim,Nora Lien,Wireless Headset,Accessories,4,1290,5160,Web,SMB
ORD-10581,2026-08-12,Trondheim,Henrik Moen,"Monitor 27"" 4K",Hardware,4,4990,19960,Partner,SMB
ORD-10582,2026-08-12,Trondheim,Nora Lien,Onboarding Package,Services,1,7500,7500,Phone,SMB
ORD-10583,2026-08-12,Stavanger,Lars Eide,Docking Station,Hardware,4,1890,7560,Direct,Consumer
ORD-10584,2026-08-12,Stavanger,Lars Eide,Laptop Pro 14,Hardware,9,18990,170910,Partner,Enterprise
ORD-10585,2026-08-12,Stavanger,Lars Eide,"Monitor 27"" 4K",Hardware,1,4990,4990,Phone,Consumer
ORD-10586,2026-08-12,Stavanger,Oda Strand,Docking Station,Hardware,2,1890,3780,Web,Consumer
ORD-10587,2026-08-12,Stavanger,Lars Eide,Laptop Pro 14,Hardware,2,18990,37980,Partner,Consumer
ORD-10588,2026-08-12,Tromsø,Mia Foss,Managed Support (month),Services,1,2490,2490,Phone,Consumer
ORD-10589,2026-08-13,Oslo,Jonas Berg,Office Suite License,Software,35,1188,41580,Partner,Enterprise
ORD-10590,2026-08-13,Oslo,Jonas Berg,"Monitor 27"" 4K",Hardware,3,4990,14970,Web,Consumer
ORD-10591,2026-08-13,Oslo,Jonas Berg,Laptop Pro 14,Hardware,2,18990,37980,Phone,SMB
ORD-10592,2026-08-13,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,4,18990,75960,Web,SMB
ORD-10593,2026-08-13,Oslo,Emma Solheim,Laptop Pro 14,Hardware,16,18990,303840,Web,Enterprise
ORD-10594,2026-08-13,Oslo,Ingrid Bakke,Wireless Headset,Accessories,3,1290,3870,Direct,Consumer
ORD-10595,2026-08-13,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,34,990,33660,Partner,Enterprise
ORD-10596,2026-08-13,Oslo,Emma Solheim,Security Suite License,Software,4,1548,6192,Web,Consumer
ORD-10597,2026-08-13,Oslo,Ingrid Bakke,Security Suite License,Software,3,1548,4644,Partner,Consumer
ORD-10598,2026-08-13,Oslo,Jonas Berg,Managed Support (month),Services,1,2490,2490,Partner,SMB
ORD-10599,2026-08-13,Oslo,Jonas Berg,Managed Support (month),Services,3,2490,7470,Partner,SMB
ORD-10600,2026-08-13,Bergen,Sofie Dahl,Docking Station,Hardware,2,1890,3780,Web,SMB
ORD-10601,2026-08-13,Bergen,Sofie Dahl,Managed Support (month),Services,2,2490,4980,Web,SMB
ORD-10602,2026-08-13,Bergen,Sofie Dahl,Wireless Headset,Accessories,4,1290,5160,Direct,SMB
ORD-10603,2026-08-13,Trondheim,Nora Lien,Onboarding Package,Services,2,7500,15000,Partner,SMB
ORD-10604,2026-08-13,Stavanger,Lars Eide,Managed Support (month),Services,3,2490,7470,Phone,SMB
ORD-10605,2026-08-13,Stavanger,Oda Strand,Wireless Headset,Accessories,2,1290,2580,Partner,SMB
ORD-10606,2026-08-13,Stavanger,Oda Strand,Managed Support (month),Services,1,2490,2490,Phone,Consumer
ORD-10607,2026-08-13,Tromsø,Mia Foss,Docking Station,Hardware,8,1890,15120,Partner,Public Sector
ORD-10608,2026-08-14,Oslo,Jonas Berg,Laptop Air 13,Hardware,35,12490,437150,Phone,Enterprise
ORD-10609,2026-08-14,Oslo,Emma Solheim,Laptop Air 13,Hardware,4,12490,49960,Partner,Consumer
ORD-10610,2026-08-14,Oslo,Jonas Berg,Laptop Pro 14,Hardware,2,18990,37980,Phone,Consumer
ORD-10611,2026-08-14,Oslo,Ingrid Bakke,Mechanical Keyboard,Accessories,14,990,13860,Partner,Enterprise
ORD-10612,2026-08-14,Oslo,Emma Solheim,"Monitor 27"" 4K",Hardware,4,4990,19960,Partner,Consumer
ORD-10613,2026-08-14,Bergen,Markus Vik,Mechanical Keyboard,Accessories,9,990,8910,Partner,Public Sector
ORD-10614,2026-08-14,Bergen,Markus Vik,"Monitor 27"" 4K",Hardware,36,4990,179640,Web,Enterprise
ORD-10615,2026-08-14,Bergen,Markus Vik,Cloud Backup 1TB,Services,4,990,3960,Direct,SMB
ORD-10616,2026-08-14,Bergen,Sofie Dahl,Laptop Pro 14,Hardware,2,18990,37980,Partner,SMB
ORD-10617,2026-08-14,Bergen,Markus Vik,Mechanical Keyboard,Accessories,2,990,1980,Web,Consumer
ORD-10618,2026-08-14,Bergen,Markus Vik,Managed Support (month),Services,13,2490,32370,Partner,Public Sector
ORD-10619,2026-08-14,Bergen,Sofie Dahl,"Monitor 27"" 4K",Hardware,3,4990,14970,Phone,SMB
ORD-10620,2026-08-14,Trondheim,Nora Lien,Office Suite License,Software,8,1188,9504,Phone,Public Sector
ORD-10621,2026-08-14,Trondheim,Nora Lien,Office Suite License,Software,2,1188,2376,Phone,SMB
ORD-10622,2026-08-14,Trondheim,Nora Lien,Laptop Pro 14,Hardware,2,18990,37980,Phone,SMB
ORD-10623,2026-08-14,Trondheim,Henrik Moen,Cloud Backup 1TB,Services,1,990,990,Direct,SMB
ORD-10624,2026-08-14,Trondheim,Nora Lien,Security Suite License,Software,12,1548,18576,Web,Public Sector
ORD-10625,2026-08-14,Stavanger,Oda Strand,Laptop Pro 14,Hardware,9,18990,170910,Direct,Public Sector
ORD-10626,2026-08-14,Stavanger,Oda Strand,Security Suite License,Software,2,1548,3096,Phone,SMB
ORD-10627,2026-08-14,Stavanger,Oda Strand,Wireless Headset,Accessories,1,1290,1290,Partner,SMB
ORD-10628,2026-08-14,Stavanger,Oda Strand,USB-C Hub,Accessories,1,449,449,Web,Consumer
ORD-10629,2026-08-14,Tromsø,Mia Foss,Docking Station,Hardware,15,1890,28350,Phone,Public Sector
ORD-10630,2026-08-15,Oslo,Jonas Berg,Onboarding Package,Services,2,7500,15000,Web,SMB
ORD-10631,2026-08-15,Oslo,Emma Solheim,Office Suite License,Software,4,1188,4752,Partner,Consumer
ORD-10632,2026-08-15,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,4,18990,75960,Phone,Consumer
ORD-10633,2026-08-15,Oslo,Ingrid Bakke,Managed Support (month),Services,3,2490,7470,Phone,SMB
ORD-10634,2026-08-15,Trondheim,Nora Lien,Office Suite License,Software,2,1188,2376,Web,SMB
ORD-10635,2026-08-15,Trondheim,Nora Lien,Mechanical Keyboard,Accessories,3,990,2970,Direct,Consumer
ORD-10636,2026-08-15,Stavanger,Oda Strand,Laptop Pro 14,Hardware,2,18990,37980,Partner,Consumer
ORD-10637,2026-08-16,Oslo,Emma Solheim,Wireless Headset,Accessories,1,1290,1290,Partner,Consumer
ORD-10638,2026-08-16,Bergen,Sofie Dahl,"Monitor 27"" 4K",Hardware,4,4990,19960,Direct,SMB
ORD-10639,2026-08-16,Stavanger,Lars Eide,USB-C Hub,Accessories,3,449,1347,Phone,Public Sector
ORD-10640,2026-08-17,Oslo,Ingrid Bakke,Laptop Air 13,Hardware,16,12490,199840,Direct,Enterprise
ORD-10641,2026-08-17,Oslo,Jonas Berg,Cloud Backup 1TB,Services,9,990,8910,Direct,Public Sector
ORD-10642,2026-08-17,Oslo,Ingrid Bakke,USB-C Hub,Accessories,3,449,1347,Web,SMB
ORD-10643,2026-08-17,Oslo,Emma Solheim,Managed Support (month),Services,26,2490,64740,Web,Enterprise
ORD-10644,2026-08-17,Oslo,Jonas Berg,Managed Support (month),Services,7,2490,17430,Direct,Public Sector
ORD-10645,2026-08-17,Oslo,Ingrid Bakke,Security Suite License,Software,12,1548,18576,Phone,Public Sector
ORD-10646,2026-08-17,Oslo,Emma Solheim,Office Suite License,Software,2,1188,2376,Web,Consumer
ORD-10647,2026-08-17,Oslo,Jonas Berg,Mechanical Keyboard,Accessories,3,990,2970,Web,SMB
ORD-10648,2026-08-17,Bergen,Sofie Dahl,USB-C Hub,Accessories,1,449,449,Direct,Consumer
ORD-10649,2026-08-17,Bergen,Sofie Dahl,Cloud Backup 1TB,Services,4,990,3960,Partner,Consumer
ORD-10650,2026-08-17,Bergen,Markus Vik,Office Suite License,Software,3,1188,3564,Direct,Public Sector
ORD-10651,2026-08-17,Trondheim,Nora Lien,Laptop Pro 14,Hardware,10,18990,189900,Partner,Enterprise
ORD-10652,2026-08-17,Trondheim,Henrik Moen,Managed Support (month),Services,7,2490,17430,Web,Public Sector
ORD-10653,2026-08-17,Trondheim,Henrik Moen,Office Suite License,Software,4,1188,4752,Partner,SMB
ORD-10654,2026-08-17,Trondheim,Nora Lien,Laptop Air 13,Hardware,2,12490,24980,Web,SMB
ORD-10655,2026-08-17,Trondheim,Nora Lien,Mechanical Keyboard,Accessories,3,990,2970,Partner,Consumer
ORD-10656,2026-08-17,Stavanger,Oda Strand,Office Suite License,Software,4,1188,4752,Web,SMB
ORD-10657,2026-08-17,Stavanger,Lars Eide,Cloud Backup 1TB,Services,4,990,3960,Phone,SMB
ORD-10658,2026-08-17,Stavanger,Lars Eide,Docking Station,Hardware,14,1890,26460,Direct,Public Sector
ORD-10659,2026-08-17,Stavanger,Oda Strand,Managed Support (month),Services,1,2490,2490,Direct,Consumer
ORD-10660,2026-08-17,Tromsø,Mia Foss,Managed Support (month),Services,36,2490,89640,Web,Enterprise
ORD-10661,2026-08-17,Tromsø,Mia Foss,Security Suite License,Software,4,1548,6192,Phone,Consumer
ORD-10662,2026-08-18,Oslo,Ingrid Bakke,Managed Support (month),Services,10,2490,24900,Direct,Public Sector
ORD-10663,2026-08-18,Oslo,Jonas Berg,USB-C Hub,Accessories,3,449,1347,Direct,Consumer
ORD-10664,2026-08-18,Oslo,Jonas Berg,Wireless Headset,Accessories,13,1290,16770,Direct,Enterprise
ORD-10665,2026-08-18,Oslo,Emma Solheim,Onboarding Package,Services,3,7500,22500,Partner,Consumer
ORD-10666,2026-08-18,Oslo,Emma Solheim,Onboarding Package,Services,2,7500,15000,Phone,Consumer
ORD-10667,2026-08-18,Oslo,Ingrid Bakke,Cloud Backup 1TB,Services,2,990,1980,Phone,Consumer
ORD-10668,2026-08-18,Oslo,Emma Solheim,Security Suite License,Software,13,1548,20124,Web,Public Sector
ORD-10669,2026-08-18,Oslo,Jonas Berg,Security Suite License,Software,39,1548,60372,Partner,Enterprise
ORD-10670,2026-08-18,Oslo,Jonas Berg,Laptop Pro 14,Hardware,29,18990,550710,Phone,Enterprise
ORD-10671,2026-08-18,Bergen,Markus Vik,Managed Support (month),Services,3,2490,7470,Phone,SMB
ORD-10672,2026-08-18,Bergen,Sofie Dahl,Managed Support (month),Services,1,2490,2490,Partner,SMB
ORD-10673,2026-08-18,Bergen,Markus Vik,Security Suite License,Software,4,1548,6192,Web,SMB
ORD-10674,2026-08-18,Bergen,Markus Vik,Onboarding Package,Services,5,7500,37500,Partner,Public Sector
ORD-10675,2026-08-18,Bergen,Markus Vik,USB-C Hub,Accessories,3,449,1347,Web,SMB
ORD-10676,2026-08-18,Trondheim,Nora Lien,Docking Station,Hardware,3,1890,5670,Phone,Consumer
ORD-10677,2026-08-18,Trondheim,Henrik Moen,Wireless Headset,Accessories,1,1290,1290,Phone,SMB
ORD-10678,2026-08-18,Trondheim,Henrik Moen,Onboarding Package,Services,7,7500,52500,Direct,Enterprise
ORD-10679,2026-08-18,Trondheim,Nora Lien,Security Suite License,Software,2,1548,3096,Partner,SMB
ORD-10680,2026-08-18,Trondheim,Henrik Moen,Mechanical Keyboard,Accessories,7,990,6930,Phone,Enterprise
ORD-10681,2026-08-18,Trondheim,Nora Lien,Cloud Backup 1TB,Services,3,990,2970,Direct,Consumer
ORD-10682,2026-08-18,Stavanger,Lars Eide,Laptop Air 13,Hardware,3,12490,37470,Phone,Consumer
ORD-10683,2026-08-18,Stavanger,Oda Strand,Security Suite License,Software,2,1548,3096,Direct,SMB
ORD-10684,2026-08-18,Stavanger,Lars Eide,Laptop Air 13,Hardware,2,12490,24980,Partner,SMB
ORD-10685,2026-08-18,Stavanger,Lars Eide,Mechanical Keyboard,Accessories,4,990,3960,Web,SMB
ORD-10686,2026-08-18,Tromsø,Mia Foss,Managed Support (month),Services,2,2490,4980,Partner,Public Sector
ORD-10687,2026-08-18,Tromsø,Mia Foss,Laptop Air 13,Hardware,3,12490,37470,Web,SMB
ORD-10688,2026-08-18,Tromsø,Mia Foss,Security Suite License,Software,4,1548,6192,Direct,Consumer
ORD-10689,2026-08-19,Oslo,Ingrid Bakke,Wireless Headset,Accessories,1,1290,1290,Web,SMB
ORD-10690,2026-08-19,Oslo,Ingrid Bakke,Security Suite License,Software,12,1548,18576,Phone,Public Sector
ORD-10691,2026-08-19,Oslo,Emma Solheim,USB-C Hub,Accessories,2,449,898,Direct,Consumer
ORD-10692,2026-08-19,Oslo,Emma Solheim,Laptop Air 13,Hardware,2,12490,24980,Direct,Public Sector
ORD-10693,2026-08-19,Oslo,Emma Solheim,Mechanical Keyboard,Accessories,1,990,990,Web,SMB
ORD-10694,2026-08-19,Oslo,Ingrid Bakke,Wireless Headset,Accessories,21,1290,27090,Direct,Enterprise
ORD-10695,2026-08-19,Oslo,Jonas Berg,Office Suite License,Software,7,1188,8316,Web,Public Sector
ORD-10696,2026-08-19,Oslo,Jonas Berg,Managed Support (month),Services,1,2490,2490,Web,SMB
ORD-10697,2026-08-19,Oslo,Emma Solheim,Cloud Backup 1TB,Services,3,990,2970,Web,Consumer
ORD-10698,2026-08-19,Oslo,Jonas Berg,Managed Support (month),Services,1,2490,2490,Partner,SMB
ORD-10699,2026-08-19,Oslo,Jonas Berg,USB-C Hub,Accessories,1,449,449,Direct,SMB
ORD-10700,2026-08-19,Bergen,Sofie Dahl,Security Suite License,Software,2,1548,3096,Partner,SMB
ORD-10701,2026-08-19,Bergen,Sofie Dahl,Laptop Pro 14,Hardware,12,18990,227880,Web,Enterprise
ORD-10702,2026-08-19,Bergen,Markus Vik,Cloud Backup 1TB,Services,24,990,23760,Phone,Enterprise
ORD-10703,2026-08-19,Bergen,Sofie Dahl,Docking Station,Hardware,2,1890,3780,Phone,SMB
ORD-10704,2026-08-19,Bergen,Markus Vik,Docking Station,Hardware,5,1890,9450,Web,Public Sector
ORD-10705,2026-08-19,Bergen,Markus Vik,Managed Support (month),Services,1,2490,2490,Direct,Consumer
ORD-10706,2026-08-19,Trondheim,Henrik Moen,Wireless Headset,Accessories,3,1290,3870,Phone,Public Sector
ORD-10707,2026-08-19,Trondheim,Nora Lien,Mechanical Keyboard,Accessories,2,990,1980,Web,SMB
ORD-10708,2026-08-19,Trondheim,Nora Lien,Cloud Backup 1TB,Services,4,990,3960,Direct,SMB
ORD-10709,2026-08-19,Trondheim,Nora Lien,Cloud Backup 1TB,Services,11,990,10890,Partner,Public Sector
ORD-10710,2026-08-19,Trondheim,Nora Lien,USB-C Hub,Accessories,3,449,1347,Phone,SMB
ORD-10711,2026-08-19,Trondheim,Henrik Moen,Onboarding Package,Services,6,7500,45000,Partner,Public Sector
ORD-10712,2026-08-19,Stavanger,Lars Eide,Office Suite License,Software,3,1188,3564,Direct,SMB
ORD-10713,2026-08-19,Stavanger,Oda Strand,"Monitor 27"" 4K",Hardware,15,4990,74850,Partner,Public Sector
ORD-10714,2026-08-19,Stavanger,Oda Strand,Security Suite License,Software,1,1548,1548,Web,SMB
ORD-10715,2026-08-19,Stavanger,Oda Strand,Security Suite License,Software,14,1548,21672,Phone,Public Sector
ORD-10716,2026-08-19,Stavanger,Oda Strand,Security Suite License,Software,4,1548,6192,Phone,SMB
ORD-10717,2026-08-19,Tromsø,Mia Foss,USB-C Hub,Accessories,3,449,1347,Phone,SMB
ORD-10718,2026-08-19,Tromsø,Mia Foss,Security Suite License,Software,28,1548,43344,Web,Enterprise
ORD-10719,2026-08-19,Tromsø,Mia Foss,Cloud Backup 1TB,Services,2,990,1980,Direct,Consumer
ORD-10720,2026-08-20,Oslo,Emma Solheim,Managed Support (month),Services,2,2490,4980,Direct,Consumer
ORD-10721,2026-08-20,Oslo,Jonas Berg,Laptop Pro 14,Hardware,4,18990,75960,Phone,SMB
ORD-10722,2026-08-20,Oslo,Ingrid Bakke,Laptop Pro 14,Hardware,8,18990,151920,Direct,Public Sector
ORD-10723,2026-08-20,Oslo,Jonas Berg,Laptop Pro 14,Hardware,3,18990,56970,Web,SMB
ORD-10724,2026-08-20,Oslo,Emma Solheim,Security Suite License,Software,15,1548,23220,Partner,Public Sector
ORD-10725,2026-08-20,Oslo,Emma Solheim,Security Suite License,Software,29,1548,44892,Partner,Enterprise
ORD-10726,2026-08-20,Oslo,Emma Solheim,Managed Support (month),Services,1,2490,2490,Partner,Consumer
ORD-10727,2026-08-20,Oslo,Jonas Berg,Docking Station,Hardware,27,1890,51030,Direct,Enterprise
ORD-10728,2026-08-20,Oslo,Jonas Berg,Cloud Backup 1TB,Services,4,990,3960,Phone,Consumer
ORD-10729,2026-08-20,Oslo,Ingrid Bakke,Laptop Air 13,Hardware,2,12490,24980,Phone,SMB
ORD-10730,2026-08-20,Oslo,Ingrid Bakke,Mechanical Keyboard,Accessories,2,990,1980,Direct,Consumer
ORD-10731,2026-08-20,Bergen,Sofie Dahl,Onboarding Package,Services,4,7500,30000,Direct,SMB
ORD-10732,2026-08-20,Bergen,Markus Vik,Cloud Backup 1TB,Services,1,990,990,Phone,Consumer
ORD-10733,2026-08-20,Bergen,Markus Vik,"Monitor 27"" 4K",Hardware,13,4990,64870,Web,Enterprise
ORD-10734,2026-08-20,Bergen,Markus Vik,Laptop Pro 14,Hardware,2,18990,37980,Direct,SMB
ORD-10735,2026-08-20,Bergen,Markus Vik,Onboarding Package,Services,3,7500,22500,Phone,Public Sector
ORD-10736,2026-08-20,Bergen,Sofie Dahl,USB-C Hub,Accessories,2,449,898,Phone,Consumer
